idSesion,nivelEducativo,disciplina,fechaSesion,duracionMinutos,totalPrompts,tipoTarea,nivelAsistenciaIA,resultadoFinal,usoPosterior,satisfaccion
SESSION09404,Posgrado,Biología,27/08/2024,13.66,3,Estudio,3,Idea desarrollada,Sí,2.5
SESSION09405,Secundaria,Historia,09/07/2024,27.61,7,Programación,5,Confundido,No,5.0
SESSION09406,Posgrado,Ingeniería,17/06/2025,12.53,2,Estudio,4,Idea desarrollada,Sí,3.2
SESSION09407,Secundaria,Negocios,03/10/2024,47.49,9,Investigación,3,Idea desarrollada,Sí,3.4
SESSION09408,Pregrado,Psicología,20/07/2024,16.43,3,Estudio,4,Tarea completada,Sí,4.3
SESSION09409,Pregrado,Psicología,05/03/2025,49.93,21,Programación,4,Idea desarrollada,Sí,4.7
SESSION09410,Pregrado,Matemáticas,19/05/2025,17.44,7,Redacción,3,Idea desarrollada,Sí,3.4
SESSION09411,Pregrado,Ingeniería,29/08/2024,35.61,7,Programación,5,Tarea completada,Sí,4.7
SESSION09412,Pregrado,Psicología,24/05/2025,24.35,6,Ayuda en tareas,3,Tarea completada,Sí,3.4
SESSION09413,Posgrado,Ciencias de la Computación,27/05/2025,3.94,1,Redacción,5,Idea desarrollada,Sí,4.7
SESSION09414,Secundaria,Ciencias de la Computación,22/09/2024,6.62,2,Estudio,5,Idea desarrollada,No,4.9
SESSION09415,Pregrado,Ingeniería,06/06/2025,12.38,3,Ayuda en tareas,3,Confundido,Sí,4.0
SESSION09416,Pregrado,Biología,27/07/2024,42.75,11,Programación,3,Confundido,No,2.4
SESSION09417,Posgrado,Biología,16/02/2025,9.52,4,Estudio,2,Confundido,No,1.9
SESSION09418,Pregrado,Biología,07/07/2024,36.82,8,Ayuda en tareas,4,Tarea completada,Sí,3.1
SESSION09419,Pregrado,Ingeniería,01/04/2025,7.34,2,Ayuda en tareas,1,Tarea completada,Sí,1.0
SESSION09420,Pregrado,Historia,04/03/2025,15.43,3,Estudio,5,Tarea completada,No,4.4
SESSION09421,Posgrado,Ingeniería,09/11/2024,16.45,5,Estudio,3,Abandonó,No,3.7
SESSION09422,Pregrado,Historia,15/12/2024,13.65,6,Programación,5,Idea desarrollada,No,4.5
SESSION09423,Posgrado,Ciencias de la Computación,20/12/2024,28.03,7,Redacción,3,Idea desarrollada,Sí,2.0
SESSION09424,Pregrado,Psicología,15/08/2024,66.49,17,Estudio,4,Idea desarrollada,Sí,3.7
SESSION09425,Secundaria,Psicología,26/06/2024,38.82,9,Estudio,3,Tarea completada,Sí,3.8
SESSION09426,Pregrado,Ingeniería,06/10/2024,14.95,3,Ayuda en tareas,4,Abandonó,No,4.3
SESSION09427,Posgrado,Biología,14/04/2025,45.19,10,Redacción,4,Confundido,No,4.1
SESSION09428,Posgrado,Historia,10/10/2024,30.46,11,Ayuda en tareas,3,Tarea completada,No,3.0
SESSION09429,Secundaria,Biología,19/07/2024,38.99,16,Redacción,3,Tarea completada,Sí,4.1
SESSION09430,Secundaria,Historia,01/07/2024,34.77,13,Estudio,3,Tarea completada,Sí,1.6
SESSION09431,Pregrado,Ciencias de la Computación,15/07/2024,18.79,6,Programación,1,Tarea completada,Sí,2.2
SESSION09432,Secundaria,Psicología,25/03/2025,14.89,3,Ayuda en tareas,4,Tarea completada,Sí,1.7
SESSION09433,Pregrado,Biología,19/03/2025,50.97,22,Estudio,4,Tarea completada,Sí,4.6
SESSION09434,Secundaria,Historia,02/01/2025,3.53,1,Estudio,5,Tarea completada,Sí,5.0
SESSION09435,Pregrado,Negocios,18/03/2025,17.65,4,Estudio,5,Tarea completada,Sí,4.7
SESSION09436,Pregrado,Ciencias de la Computación,08/02/2025,42.03,11,Ayuda en tareas,5,Tarea completada,No,4.4
SESSION09437,Pregrado,Ingeniería,15/05/2025,27.07,5,Lluvia de ideas,2,Idea desarrollada,Sí,1.6
SESSION09438,Posgrado,Ciencias de la Computación,24/03/2025,15.77,6,Redacción,4,Idea desarrollada,Sí,4.4
SESSION09439,Secundaria,Ingeniería,07/10/2024,30.77,7,Investigación,3,Idea desarrollada,No,3.7
SESSION09440,Pregrado,Negocios,01/08/2024,19.12,6,Ayuda en tareas,3,Idea desarrollada,Sí,2.4
SESSION09441,Pregrado,Matemáticas,29/01/2025,4.61,1,Estudio,3,Tarea completada,No,3.3
SESSION09442,Posgrado,Biología,15/09/2024,11.02,3,Estudio,2,Tarea completada,Sí,1.0
SESSION09443,Pregrado,Psicología,24/08/2024,9.02,1,Redacción,3,Idea desarrollada,No,2.2
SESSION09444,Pregrado,Biología,07/10/2024,21.49,8,Programación,4,Tarea completada,Sí,3.2
SESSION09445,Secundaria,Ciencias de la Computación,15/11/2024,11.14,2,Estudio,4,Idea desarrollada,No,3.3
SESSION09446,Pregrado,Historia,23/04/2025,16.26,3,Programación,3,Abandonó,No,3.2
SESSION09447,Pregrado,Ciencias de la Computación,25/09/2024,1.93,1,Ayuda en tareas,3,Abandonó,Sí,3.1
SESSION09448,Pregrado,Ciencias de la Computación,16/05/2025,19.22,6,Programación,3,Confundido,Sí,1.3
SESSION09449,Pregrado,Psicología,23/01/2025,14.18,5,Redacción,3,Tarea completada,Sí,2.4
SESSION09450,Pregrado,Matemáticas,28/02/2025,4.3,1,Estudio,2,Idea desarrollada,No,2.1
SESSION09451,Posgrado,Ingeniería,23/07/2024,34.63,9,Redacción,4,Abandonó,No,3.9
SESSION09452,Secundaria,Psicología,17/07/2024,9.5,3,Estudio,4,Confundido,No,4.4
SESSION09453,Secundaria,Negocios,20/02/2025,39.41,9,Ayuda en tareas,4,Tarea completada,Sí,4.7
SESSION09454,Pregrado,Ingeniería,28/12/2024,68.41,23,Ayuda en tareas,3,Tarea completada,Sí,1.6
SESSION09455,Secundaria,Negocios,28/03/2025,46.82,10,Redacción,3,Idea desarrollada,No,3.2
SESSION09456,Pregrado,Ingeniería,18/02/2025,6.6,1,Ayuda en tareas,2,Tarea completada,Sí,1.0
SESSION09457,Pregrado,Historia,22/10/2024,13.95,3,Redacción,5,Confundido,No,5.0
SESSION09458,Pregrado,Ingeniería,01/08/2024,31.47,8,Ayuda en tareas,3,Tarea completada,Sí,4.0
SESSION09459,Pregrado,Ingeniería,25/02/2025,2.48,1,Lluvia de ideas,2,Idea desarrollada,Sí,1.7
SESSION09460,Pregrado,Negocios,17/06/2025,13.04,3,Programación,3,Tarea completada,Sí,3.3
SESSION09461,Pregrado,Matemáticas,19/08/2024,36.71,7,Redacción,4,Tarea completada,Sí,4.8
SESSION09462,Pregrado,Negocios,19/08/2024,15.93,3,Ayuda en tareas,2,Confundido,No,1.0
SESSION09463,Pregrado,Negocios,11/04/2025,0.89,1,Redacción,1,Tarea completada,Sí,1.2
SESSION09464,Pregrado,Historia,09/10/2024,16.47,6,Ayuda en tareas,3,Tarea completada,Sí,2.2
SESSION09465,Posgrado,Psicología,21/01/2025,27.59,7,Redacción,4,Tarea completada,No,3.5
SESSION09466,Pregrado,Ingeniería,21/12/2024,20.22,8,Estudio,3,Tarea completada,Sí,3.3
SESSION09467,Posgrado,Negocios,04/07/2024,2.0,1,Estudio,2,Idea desarrollada,Sí,1.1
SESSION09468,Pregrado,Matemáticas,07/02/2025,2.5,1,Estudio,3,Confundido,No,3.0
SESSION09469,Pregrado,Psicología,03/04/2025,9.75,4,Redacción,2,Idea desarrollada,Sí,2.4
SESSION09470,Posgrado,Historia,05/04/2025,10.82,2,Redacción,3,Confundido,Sí,3.6
SESSION09471,Pregrado,Psicología,26/01/2025,29.25,12,Investigación,3,Tarea completada,Sí,1.7
SESSION09472,Pregrado,Matemáticas,25/12/2024,16.48,4,Programación,5,Confundido,No,4.6
SESSION09473,Pregrado,Matemáticas,21/08/2024,20.44,9,Estudio,3,Confundido,Sí,3.4
SESSION09474,Secundaria,Matemáticas,09/04/2025,14.87,5,Estudio,5,Tarea completada,Sí,5.0
SESSION09475,Pregrado,Biología,22/11/2024,5.57,1,Investigación,3,Idea desarrollada,Sí,3.9
SESSION09476,Pregrado,Matemáticas,01/10/2024,10.18,3,Redacción,2,Tarea completada,Sí,1.1
SESSION09477,Posgrado,Historia,26/05/2025,11.31,4,Ayuda en tareas,4,Idea desarrollada,Sí,2.6
SESSION09478,Secundaria,Ingeniería,21/06/2025,12.74,3,Investigación,5,Tarea completada,Sí,5.0
SESSION09479,Pregrado,Psicología,02/02/2025,20.58,9,Lluvia de ideas,3,Tarea completada,Sí,3.7
SESSION09480,Pregrado,Biología,29/11/2024,12.41,2,Estudio,2,Tarea completada,Sí,2.4
SESSION09481,Secundaria,Matemáticas,11/09/2024,37.02,7,Redacción,4,Idea desarrollada,Sí,5.0
SESSION09482,Posgrado,Matemáticas,03/09/2024,45.75,22,Estudio,3,Abandonó,No,1.3
SESSION09483,Posgrado,Psicología,31/08/2024,29.83,8,Estudio,4,Abandonó,Sí,4.9
SESSION09484,Pregrado,Ciencias de la Computación,15/11/2024,2.85,1,Ayuda en tareas,3,Tarea completada,No,3.1
SESSION09485,Pregrado,Ciencias de la Computación,24/07/2024,25.6,8,Investigación,3,Idea desarrollada,Sí,1.1
SESSION09486,Secundaria,Historia,02/01/2025,26.32,7,Ayuda en tareas,3,Tarea completada,Sí,2.3
SESSION09487,Pregrado,Matemáticas,16/05/2025,14.4,3,Redacción,1,Idea desarrollada,Sí,1.0
SESSION09488,Secundaria,Matemáticas,17/10/2024,43.93,13,Lluvia de ideas,2,Abandonó,No,2.1
SESSION09489,Pregrado,Biología,28/04/2025,4.33,1,Estudio,2,Idea desarrollada,Sí,1.4
SESSION09490,Posgrado,Matemáticas,18/08/2024,25.87,7,Investigación,3,Tarea completada,Sí,3.4
SESSION09491,Pregrado,Ciencias de la Computación,04/09/2024,27.15,11,Investigación,4,Idea desarrollada,No,4.2
SESSION09492,Pregrado,Ciencias de la Computación,14/10/2024,2.53,1,Programación,5,Idea desarrollada,Sí,3.6
SESSION09493,Pregrado,Ingeniería,29/06/2024,4.43,1,Estudio,5,Tarea completada,Sí,5.0
SESSION09494,Secundaria,Historia,04/10/2024,53.73,21,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION09495,Secundaria,Psicología,13/05/2025,22.21,8,Estudio,2,Tarea completada,Sí,1.0
SESSION09496,Pregrado,Matemáticas,04/06/2025,32.74,7,Programación,3,Tarea completada,Sí,2.2
SESSION09497,Pregrado,Biología,20/03/2025,36.15,8,Programación,3,Tarea completada,No,3.5
SESSION09498,Pregrado,Negocios,01/03/2025,21.55,10,Estudio,3,Idea desarrollada,Sí,2.1
SESSION09499,Posgrado,Psicología,12/03/2025,37.49,9,Ayuda en tareas,5,Tarea completada,Sí,4.6
SESSION09500,Posgrado,Negocios,15/09/2024,9.18,4,Programación,2,Idea desarrollada,No,1.5
SESSION09501,Posgrado,Biología,29/08/2024,31.03,12,Programación,4,Confundido,Sí,4.4
SESSION09502,Pregrado,Psicología,03/12/2024,50.44,10,Programación,5,Tarea completada,Sí,5.0
SESSION09503,Pregrado,Negocios,01/08/2024,23.01,7,Redacción,5,Tarea completada,No,5.0
SESSION09504,Pregrado,Ciencias de la Computación,04/08/2024,10.15,2,Ayuda en tareas,4,Confundido,Sí,4.3
SESSION09505,Posgrado,Biología,17/01/2025,23.54,5,Ayuda en tareas,3,Tarea completada,Sí,3.9
SESSION09506,Pregrado,Biología,11/05/2025,49.3,10,Estudio,4,Idea desarrollada,Sí,3.1
SESSION09507,Pregrado,Negocios,20/02/2025,38.98,14,Programación,2,Idea desarrollada,Sí,2.4
SESSION09508,Pregrado,Negocios,14/07/2024,14.49,4,Investigación,4,Tarea completada,Sí,3.8
SESSION09509,Pregrado,Historia,07/07/2024,13.07,5,Ayuda en tareas,3,Tarea completada,Sí,2.9
SESSION09510,Pregrado,Ciencias de la Computación,06/09/2024,24.66,6,Redacción,3,Tarea completada,Sí,1.7
SESSION09511,Pregrado,Negocios,20/10/2024,12.2,5,Redacción,5,Tarea completada,Sí,4.5
SESSION09512,Pregrado,Ciencias de la Computación,19/11/2024,33.38,7,Redacción,4,Idea desarrollada,Sí,4.1
SESSION09513,Pregrado,Biología,14/01/2025,8.2,1,Lluvia de ideas,4,Idea desarrollada,Sí,3.7
SESSION09514,Pregrado,Negocios,08/12/2024,48.9,10,Estudio,2,Tarea completada,Sí,3.0
SESSION09515,Posgrado,Ingeniería,01/08/2024,11.49,3,Investigación,5,Abandonó,No,5.0
SESSION09516,Pregrado,Ingeniería,18/03/2025,40.02,19,Programación,5,Tarea completada,No,5.0
SESSION09517,Pregrado,Ciencias de la Computación,19/11/2024,37.33,9,Estudio,4,Tarea completada,Sí,4.7
SESSION09518,Pregrado,Matemáticas,15/09/2024,8.77,3,Estudio,5,Confundido,Sí,5.0
SESSION09519,Pregrado,Historia,13/07/2024,10.15,2,Lluvia de ideas,3,Abandonó,No,2.0
SESSION09520,Pregrado,Negocios,25/12/2024,31.23,12,Programación,3,Tarea completada,Sí,1.6
SESSION09521,Pregrado,Ingeniería,28/06/2024,48.9,20,Estudio,4,Confundido,No,3.2
SESSION09522,Pregrado,Ciencias de la Computación,20/08/2024,31.34,12,Ayuda en tareas,4,Confundido,No,3.5
SESSION09523,Secundaria,Ingeniería,22/01/2025,48.35,18,Investigación,3,Idea desarrollada,Sí,2.5
SESSION09524,Posgrado,Matemáticas,26/11/2024,35.75,11,Ayuda en tareas,1,Tarea completada,Sí,1.2
SESSION09525,Pregrado,Matemáticas,15/12/2024,17.76,8,Programación,2,Abandonó,No,1.9
SESSION09526,Pregrado,Ingeniería,20/03/2025,18.74,3,Ayuda en tareas,3,Confundido,Sí,3.0
SESSION09527,Pregrado,Biología,04/03/2025,24.16,6,Estudio,5,Confundido,Sí,4.8
SESSION09528,Posgrado,Ingeniería,28/08/2024,19.29,8,Ayuda en tareas,4,Idea desarrollada,Sí,4.1
SESSION09529,Posgrado,Psicología,15/07/2024,42.5,12,Redacción,4,Abandonó,Sí,3.2
SESSION09530,Secundaria,Historia,21/06/2025,13.8,4,Programación,2,Idea desarrollada,Sí,2.7
SESSION09531,Posgrado,Ingeniería,20/06/2025,8.0,1,Programación,3,Abandonó,Sí,2.8
SESSION09532,Secundaria,Ciencias de la Computación,21/08/2024,7.78,2,Programación,2,Confundido,Sí,2.5
SESSION09533,Pregrado,Psicología,22/04/2025,8.01,1,Lluvia de ideas,4,Idea desarrollada,No,5.0
SESSION09534,Pregrado,Ingeniería,07/07/2024,6.28,2,Estudio,3,Abandonó,Sí,2.3
SESSION09535,Pregrado,Historia,06/07/2024,3.23,1,Redacción,3,Tarea completada,Sí,3.4
SESSION09536,Pregrado,Matemáticas,09/02/2025,15.27,5,Redacción,5,Tarea completada,Sí,4.3
SESSION09537,Pregrado,Ingeniería,01/11/2024,46.43,13,Redacción,3,Confundido,No,3.3
SESSION09538,Pregrado,Ingeniería,22/04/2025,21.74,6,Estudio,5,Confundido,No,5.0
SESSION09539,Pregrado,Biología,27/04/2025,43.69,15,Lluvia de ideas,4,Idea desarrollada,Sí,5.0
SESSION09540,Pregrado,Negocios,23/09/2024,60.1,27,Ayuda en tareas,3,Tarea completada,Sí,1.3
SESSION09541,Pregrado,Psicología,22/11/2024,9.69,2,Redacción,3,Confundido,Sí,2.6
SESSION09542,Pregrado,Negocios,05/06/2025,36.61,7,Ayuda en tareas,5,Confundido,No,3.6
SESSION09543,Posgrado,Historia,01/05/2025,9.84,3,Ayuda en tareas,4,Tarea completada,Sí,3.9
SESSION09544,Pregrado,Matemáticas,01/12/2024,14.83,3,Ayuda en tareas,4,Tarea completada,Sí,3.9
SESSION09545,Posgrado,Psicología,31/03/2025,16.34,3,Investigación,5,Confundido,Sí,4.2
SESSION09546,Posgrado,Negocios,15/08/2024,18.14,6,Ayuda en tareas,5,Confundido,No,5.0
SESSION09547,Pregrado,Negocios,21/07/2024,22.44,5,Investigación,4,Abandonó,No,3.4
SESSION09548,Secundaria,Matemáticas,31/01/2025,7.22,2,Programación,3,Tarea completada,Sí,3.1
SESSION09549,Pregrado,Ingeniería,10/11/2024,6.13,1,Redacción,4,Idea desarrollada,Sí,2.5
SESSION09550,Posgrado,Ciencias de la Computación,08/09/2024,45.47,21,Estudio,2,Idea desarrollada,Sí,1.7
SESSION09551,Pregrado,Psicología,29/11/2024,41.75,9,Programación,4,Idea desarrollada,Sí,4.3
SESSION09552,Pregrado,Matemáticas,21/01/2025,20.94,5,Estudio,3,Tarea completada,Sí,2.8
SESSION09553,Pregrado,Negocios,05/02/2025,4.57,2,Ayuda en tareas,4,Confundido,No,3.4
SESSION09554,Pregrado,Ingeniería,06/07/2024,12.39,2,Estudio,4,Tarea completada,Sí,3.4
SESSION09555,Pregrado,Historia,27/06/2024,17.13,3,Redacción,3,Idea desarrollada,No,2.3
SESSION09556,Pregrado,Biología,02/11/2024,24.93,6,Redacción,5,Tarea completada,Sí,5.0
SESSION09557,Pregrado,Negocios,21/12/2024,18.22,4,Ayuda en tareas,5,Confundido,No,3.8
SESSION09558,Pregrado,Matemáticas,25/12/2024,15.52,3,Programación,4,Idea desarrollada,Sí,5.0
SESSION09559,Pregrado,Biología,13/02/2025,46.62,22,Redacción,4,Tarea completada,Sí,4.4
SESSION09560,Pregrado,Ciencias de la Computación,23/10/2024,47.37,22,Lluvia de ideas,4,Confundido,No,3.8
SESSION09561,Pregrado,Psicología,05/07/2024,14.01,4,Redacción,4,Idea desarrollada,Sí,3.4
SESSION09562,Pregrado,Ciencias de la Computación,17/07/2024,13.92,5,Ayuda en tareas,2,Tarea completada,Sí,2.3
SESSION09563,Pregrado,Psicología,31/07/2024,10.35,2,Ayuda en tareas,4,Tarea completada,Sí,4.5
SESSION09564,Posgrado,Psicología,02/01/2025,8.24,2,Ayuda en tareas,5,Abandonó,No,5.0
SESSION09565,Pregrado,Ciencias de la Computación,26/09/2024,15.1,6,Ayuda en tareas,3,Abandonó,Sí,2.8
SESSION09566,Pregrado,Negocios,16/08/2024,11.36,4,Redacción,4,Tarea completada,Sí,3.7
SESSION09567,Pregrado,Ingeniería,31/10/2024,25.96,7,Ayuda en tareas,4,Abandonó,Sí,3.9
SESSION09568,Pregrado,Psicología,29/04/2025,4.0,1,Estudio,3,Confundido,No,2.9
SESSION09569,Pregrado,Ciencias de la Computación,28/01/2025,28.16,6,Estudio,4,Confundido,No,3.9
SESSION09570,Secundaria,Ingeniería,28/06/2024,42.37,8,Ayuda en tareas,2,Tarea completada,Sí,3.1
SESSION09571,Secundaria,Psicología,04/07/2024,17.84,5,Programación,5,Tarea completada,No,5.0
SESSION09572,Pregrado,Biología,30/04/2025,9.01,1,Redacción,2,Tarea completada,Sí,1.0
SESSION09573,Pregrado,Matemáticas,20/12/2024,5.07,1,Programación,4,Tarea completada,Sí,4.2
SESSION09574,Secundaria,Ingeniería,15/09/2024,28.92,9,Ayuda en tareas,4,Idea desarrollada,Sí,3.9
SESSION09575,Secundaria,Historia,17/02/2025,39.44,7,Redacción,3,Idea desarrollada,Sí,3.2
SESSION09576,Posgrado,Ciencias de la Computación,20/12/2024,17.91,3,Estudio,5,Idea desarrollada,Sí,5.0
SESSION09577,Posgrado,Negocios,28/07/2024,28.16,9,Estudio,3,Idea desarrollada,Sí,2.1
SESSION09578,Pregrado,Ciencias de la Computación,05/09/2024,32.3,10,Redacción,2,Idea desarrollada,Sí,3.0
SESSION09579,Secundaria,Matemáticas,12/04/2025,16.0,3,Estudio,4,Tarea completada,Sí,3.6
SESSION09580,Secundaria,Ingeniería,22/04/2025,9.65,2,Lluvia de ideas,4,Confundido,No,2.6
SESSION09581,Pregrado,Ciencias de la Computación,07/07/2024,3.5,1,Programación,3,Confundido,Sí,2.5
SESSION09582,Posgrado,Matemáticas,05/03/2025,17.31,4,Redacción,4,Idea desarrollada,Sí,4.2
SESSION09583,Pregrado,Negocios,16/12/2024,27.68,5,Estudio,3,Idea desarrollada,No,2.4
SESSION09584,Secundaria,Matemáticas,29/08/2024,23.18,9,Redacción,4,Idea desarrollada,Sí,4.0
SESSION09585,Posgrado,Ciencias de la Computación,25/08/2024,18.31,3,Estudio,3,Idea desarrollada,Sí,1.9
SESSION09586,Pregrado,Historia,30/07/2024,12.09,2,Ayuda en tareas,4,Idea desarrollada,Sí,4.3
SESSION09587,Posgrado,Historia,05/08/2024,23.29,6,Redacción,5,Tarea completada,Sí,3.9
SESSION09588,Pregrado,Matemáticas,11/09/2024,3.54,1,Ayuda en tareas,4,Tarea completada,Sí,4.1
SESSION09589,Secundaria,Negocios,19/01/2025,5.95,1,Programación,4,Tarea completada,No,2.7
SESSION09590,Pregrado,Biología,05/05/2025,1.53,1,Investigación,5,Confundido,Sí,5.0
SESSION09591,Pregrado,Ingeniería,18/11/2024,9.05,1,Ayuda en tareas,4,Idea desarrollada,No,3.4
SESSION09592,Pregrado,Biología,29/01/2025,4.42,1,Programación,3,Idea desarrollada,Sí,3.0
SESSION09593,Posgrado,Psicología,10/07/2024,21.46,4,Lluvia de ideas,5,Idea desarrollada,No,5.0
SESSION09594,Pregrado,Matemáticas,08/04/2025,8.65,3,Redacción,2,Idea desarrollada,Sí,1.0
SESSION09595,Pregrado,Ingeniería,07/01/2025,12.77,3,Ayuda en tareas,2,Tarea completada,Sí,2.3
SESSION09596,Secundaria,Ciencias de la Computación,24/12/2024,39.31,8,Ayuda en tareas,4,Confundido,No,3.5
SESSION09597,Secundaria,Ingeniería,02/06/2025,17.86,6,Programación,4,Confundido,No,2.9
SESSION09598,Pregrado,Psicología,23/07/2024,42.94,9,Lluvia de ideas,3,Tarea completada,Sí,2.2
SESSION09599,Pregrado,Ciencias de la Computación,05/03/2025,36.38,15,Redacción,4,Idea desarrollada,Sí,3.0
SESSION09600,Pregrado,Negocios,22/11/2024,14.91,3,Redacción,3,Idea desarrollada,Sí,2.0
SESSION09601,Pregrado,Ciencias de la Computación,02/01/2025,26.5,5,Ayuda en tareas,3,Confundido,No,3.0
SESSION09602,Pregrado,Historia,18/08/2024,38.53,16,Ayuda en tareas,3,Tarea completada,Sí,3.1
SESSION09603,Secundaria,Psicología,04/09/2024,65.25,14,Investigación,5,Idea desarrollada,Sí,5.0
SESSION09604,Pregrado,Negocios,09/08/2024,7.16,1,Programación,4,Idea desarrollada,Sí,3.9
SESSION09605,Posgrado,Historia,03/07/2024,21.96,6,Estudio,3,Tarea completada,Sí,3.4
SESSION09606,Pregrado,Negocios,02/05/2025,39.9,8,Redacción,3,Idea desarrollada,No,3.5
SESSION09607,Posgrado,Matemáticas,09/05/2025,11.62,3,Redacción,3,Idea desarrollada,Sí,3.3
SESSION09608,Pregrado,Ingeniería,30/09/2024,6.07,1,Redacción,2,Idea desarrollada,Sí,1.8
SESSION09609,Pregrado,Biología,24/10/2024,30.1,13,Lluvia de ideas,4,Idea desarrollada,Sí,5.0
SESSION09610,Posgrado,Ciencias de la Computación,27/05/2025,31.32,15,Estudio,2,Tarea completada,No,2.9
SESSION09611,Pregrado,Psicología,17/06/2025,3.67,1,Redacción,3,Idea desarrollada,Sí,2.8
SESSION09612,Pregrado,Biología,26/03/2025,2.64,1,Redacción,2,Tarea completada,Sí,1.8
SESSION09613,Pregrado,Matemáticas,20/04/2025,8.11,2,Estudio,2,Tarea completada,Sí,1.0
SESSION09614,Pregrado,Biología,10/10/2024,39.42,8,Redacción,3,Tarea completada,Sí,2.4
SESSION09615,Pregrado,Biología,08/04/2025,7.34,1,Lluvia de ideas,3,Tarea completada,Sí,3.5
SESSION09616,Pregrado,Ciencias de la Computación,29/11/2024,9.08,1,Estudio,5,Confundido,Sí,5.0
SESSION09617,Posgrado,Biología,27/04/2025,21.29,8,Programación,4,Abandonó,Sí,3.6
SESSION09618,Pregrado,Psicología,06/08/2024,39.78,10,Estudio,1,Tarea completada,Sí,1.0
SESSION09619,Secundaria,Ciencias de la Computación,02/01/2025,33.85,9,Estudio,2,Confundido,Sí,1.0
SESSION09620,Secundaria,Matemáticas,06/08/2024,24.17,6,Ayuda en tareas,5,Idea desarrollada,Sí,3.8
SESSION09621,Posgrado,Psicología,31/01/2025,10.57,3,Redacción,3,Confundido,Sí,2.0
SESSION09622,Pregrado,Psicología,27/08/2024,19.31,7,Redacción,4,Confundido,No,3.8
SESSION09623,Pregrado,Psicología,22/01/2025,17.98,5,Estudio,3,Idea desarrollada,Sí,3.3
SESSION09624,Pregrado,Matemáticas,03/05/2025,13.61,2,Ayuda en tareas,2,Idea desarrollada,Sí,1.8
SESSION09625,Pregrado,Ingeniería,20/07/2024,20.29,6,Estudio,4,Tarea completada,Sí,5.0
SESSION09626,Pregrado,Ciencias de la Computación,25/12/2024,38.18,11,Programación,4,Tarea completada,Sí,3.6
SESSION09627,Posgrado,Matemáticas,13/05/2025,2.44,1,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION09628,Pregrado,Negocios,26/06/2024,4.42,1,Programación,5,Idea desarrollada,Sí,5.0
SESSION09629,Pregrado,Ciencias de la Computación,17/12/2024,68.47,34,Ayuda en tareas,3,Idea desarrollada,No,2.6
SESSION09630,Posgrado,Matemáticas,01/10/2024,4.57,1,Investigación,2,Confundido,Sí,1.4
SESSION09631,Posgrado,Negocios,20/10/2024,10.01,2,Ayuda en tareas,3,Idea desarrollada,Sí,1.7
SESSION09632,Pregrado,Ciencias de la Computación,27/09/2024,9.63,3,Ayuda en tareas,3,Tarea completada,Sí,3.3
SESSION09633,Posgrado,Ingeniería,29/11/2024,30.41,9,Estudio,3,Confundido,No,3.2
SESSION09634,Pregrado,Historia,14/07/2024,23.21,5,Programación,5,Tarea completada,Sí,5.0
SESSION09635,Posgrado,Psicología,19/08/2024,4.34,1,Programación,4,Tarea completada,Sí,4.7
SESSION09636,Posgrado,Ingeniería,10/05/2025,18.8,4,Ayuda en tareas,4,Abandonó,No,3.7
SESSION09637,Posgrado,Matemáticas,19/09/2024,20.63,5,Ayuda en tareas,3,Idea desarrollada,No,4.3
SESSION09638,Pregrado,Negocios,14/04/2025,5.78,1,Ayuda en tareas,3,Idea desarrollada,No,3.0
SESSION09639,Secundaria,Matemáticas,19/10/2024,19.35,4,Redacción,3,Confundido,Sí,4.5
SESSION09640,Posgrado,Biología,15/10/2024,33.21,6,Ayuda en tareas,5,Tarea completada,Sí,2.8
SESSION09641,Secundaria,Biología,22/05/2025,16.24,3,Programación,2,Tarea completada,Sí,2.4
SESSION09642,Pregrado,Psicología,25/04/2025,27.26,6,Redacción,3,Idea desarrollada,Sí,4.1
SESSION09643,Pregrado,Historia,20/06/2025,24.44,8,Programación,2,Tarea completada,Sí,1.5
SESSION09644,Pregrado,Biología,09/06/2025,5.26,1,Redacción,3,Tarea completada,Sí,3.9
SESSION09645,Pregrado,Psicología,14/08/2024,44.56,9,Ayuda en tareas,3,Tarea completada,Sí,3.9
SESSION09646,Pregrado,Ciencias de la Computación,03/09/2024,30.82,7,Lluvia de ideas,3,Idea desarrollada,Sí,2.0
SESSION09647,Pregrado,Ciencias de la Computación,11/11/2024,12.19,2,Estudio,3,Confundido,No,4.4
SESSION09648,Pregrado,Matemáticas,19/08/2024,27.48,8,Ayuda en tareas,5,Tarea completada,Sí,4.9
SESSION09649,Pregrado,Biología,30/07/2024,3.57,1,Programación,5,Tarea completada,Sí,4.8
SESSION09650,Pregrado,Historia,02/03/2025,15.74,5,Lluvia de ideas,2,Idea desarrollada,Sí,2.1
SESSION09651,Pregrado,Historia,25/11/2024,34.91,10,Redacción,5,Idea desarrollada,Sí,5.0
SESSION09652,Posgrado,Ciencias de la Computación,29/06/2024,10.6,4,Programación,4,Confundido,No,2.4
SESSION09653,Pregrado,Matemáticas,18/08/2024,26.51,12,Ayuda en tareas,3,Abandonó,No,4.2
SESSION09654,Pregrado,Matemáticas,03/11/2024,4.78,2,Redacción,5,Tarea completada,Sí,5.0
